8.366582084099369876e-01,8.101467391955893271e-01,8.444812805139537693e-01,8.296691818046100231e-01,8.218672600443831522e-01,8.426956969127488151e-01,8.505226993262146040e-01,8.116595354373832283e-01,8.352281173032255479e-01,8.430812283758268855e-01,8.100172281690641851e-01,8.526140639490524809e-01,8.138302779497794681e-01,7.789877120126540433e-01,8.282126166753264185e-01,8.331358563580250065e-01,8.145027540830576118e-01,8.251529210222673383e-01,8.135679602927863296e-01,8.155934684506429555e-01
7.968739539768421309e-01,7.846371984158556634e-01,7.573333674215790845e-01,8.116947555160314298e-01,7.628052749258363852e-01,7.757662608503079760e-01,7.802490479934059975e-01,7.776528609879799214e-01,7.932791854692150535e-01,7.651291777297420937e-01,7.849886903941311056e-01,7.842888851486866653e-01,7.715996934223634529e-01,8.069476230656978943e-01,7.773822609191597399e-01,8.073668075369702102e-01,7.652927762912947740e-01,7.672922995483451025e-01,7.959853941033144809e-01,8.003932389972903128e-01
7.367089514801091754e-01,8.071899032422187314e-01,7.375063825106138449e-01,7.401038717354281316e-01,7.264749220151337505e-01,7.438221095239920810e-01,7.240332543944794086e-01,7.405327689985476969e-01,7.632288169799575916e-01,7.602813135840331693e-01,7.523091301737439007e-01,7.527612994653870571e-01,7.288853145030330660e-01,7.457820951044120683e-01,7.605059970264690383e-01,7.555936834778897992e-01,7.543970203394657625e-01,7.257284443422313824e-01,7.123310707430294819e-01,7.749482161103637967e-01
6.936414018684744498e-01,6.759890997652053812e-01,6.831907740433416087e-01,6.646174875952264305e-01,6.539374046957452391e-01,7.198313649144838511e-01,6.873515664573537354e-01,6.306447339871465996e-01,7.171584130768610121e-01,6.883015878463597526e-01,6.825159983781629025e-01,7.132935985826008851e-01,7.169626810642328874e-01,7.293192886830559551e-01,6.840883313381955766e-01,6.962434185568711076e-01,7.069559446534815494e-01,6.871002800793022391e-01,7.052757879857132206e-01,7.453903041625771220e-01
6.347281745558187582e-01,6.488417484619277698e-01,6.167130172847417047e-01,6.764087133736341739e-01,6.748282827570368791e-01,6.397014701545646886e-01,5.872144363590848792e-01,6.841522227155555358e-01,7.129519396748840165e-01,6.894018028032765644e-01,5.884147274849703679e-01,6.908278096412717728e-01,6.306632273009969980e-01,6.370718248553027818e-01,6.694206456207446587e-01,6.609305297033558624e-01,6.307959930937204751e-01,6.761716563240892652e-01,6.645473951196706475e-01,6.040203821809145834e-01
6.841174133504988042e-01,6.181169055859030426e-01,5.520490616550056684e-01,5.896837209952929815e-01,5.393697359731195462e-01,6.049958283679433002e-01,6.528328674374324070e-01,6.349406564132884512e-01,5.483713936590297600e-01,6.711742383184923222e-01,6.014278441156363231e-01,5.961179398570790600e-01,6.156821371856199265e-01,6.212634462508306310e-01,6.181490667716939003e-01,5.681257555976869655e-01,6.071620637182558733e-01,6.121253533732224916e-01,5.718387206060369099e-01,6.507492839604457346e-01
5.807803955846033706e-01,5.410330210825144981e-01,5.435577269181909310e-01,5.441203352366330570e-01,5.655910037663595125e-01,5.874694675726310766e-01,5.930593999945554806e-01,5.893142588446645957e-01,5.651273016743266764e-01,5.252723704298557506e-01,5.509304399856740364e-01,5.532420153406510943e-01,5.127932834074234725e-01,5.851497175260850225e-01,5.436610947576286934e-01,6.026316617242810647e-01,6.137472410500010023e-01,5.507595074870479390e-01,5.898710306958354632e-01,6.027685375873171880e-01
5.061583106186243741e-01,5.293923309951678036e-01,5.316541269602893527e-01,4.734695572912842043e-01,5.331668217801047716e-01,5.305600926234059767e-01,5.665445277735937646e-01,5.012312749223047925e-01,4.874923021153089731e-01,5.439369222244180291e-01,4.487494295421820545e-01,5.609167074120872121e-01,5.592646205910687396e-01,5.587595632037131166e-01,5.391493940905339732e-01,5.628893206013844130e-01,5.435249487760073217e-01,5.875574430666417047e-01,5.037312574131779241e-01,5.798643376767419477e-01
4.570763041141929772e-01,5.610916632217084477e-01,4.852491598287845820e-01,5.082643386969400989e-01,5.137025881001742178e-01,5.396242618798737789e-01,4.817185890676495830e-01,5.373956674720804516e-01,5.218836727657963914e-01,4.482746239544060929e-01,4.794806025244462422e-01,5.345954993987105386e-01,4.609209816431661944e-01,5.499641749829905502e-01,4.629969040634847599e-01,4.808315585479024379e-01,5.030327238703264925e-01,4.341645163548005226e-01,4.477833686899262422e-01,4.659932548296439880e-01
4.450811689664861404e-01,4.788514970367413470e-01,4.146619835740026905e-01,4.767196286965965646e-01,4.904835932577173430e-01,4.436196607098419897e-01,4.215909667150397611e-01,4.999334790975841769e-01,4.203628451489650475e-01,4.213495924331914777e-01,4.282644494907644206e-01,5.296904801239681326e-01,4.930448845086566334e-01,4.697709420567296457e-01,4.659942749044800880e-01,4.480619582235774723e-01,4.507691251825214906e-01,5.355359453098859079e-01,4.412566959894512753e-01,4.606212224056296933e-01
4.682020239648351234e-01,4.231329278860961329e-01,4.352503466593031223e-01,4.065065574609837418e-01,3.876796492445948039e-01,4.146153572614701965e-01,4.161323716017546470e-01,4.710086846493423685e-01,4.767762033133703392e-01,4.825679064068723045e-01,4.045825498781347451e-01,3.901353292888176671e-01,4.462592392523824780e-01,4.882131265625815897e-01,4.352855012406763868e-01,4.254994375774394100e-01,4.703286664689256269e-01,4.661352969974740246e-01,4.301615995305255180e-01,4.394726741840671025e-01
